gvkey,indfmt,consol,popsrc,fyr,datafmt,ogaspnglq,ogaspnglq_dc,ogaspngq,ogaspngq_dc,ogaspoilq,ogaspoilq_dc,ogpngdq,ogpngdq_dc,ogpngldq,ogpngldq_dc,ogpnglq,ogpnglq_dc,ogpngq,ogpngq_dc,ogpoildq,ogpoildq_dc,ogpoilq,ogpoilq_dc,ogxdhq,ogxdhq_dc,ogxpxq,ogxpxq_dc,orcaptq,orcaptq_dc,orcapuq,orcapuq_dc,orfmq,orfmq_dc,orfsitesq,orfsitesq_dc,orfvolq,orfvolq_dc,ormmq,ormmq_dc,ormsaleq,ormsaleq_dc,orpsdq,orpsdq_dc,orpsgq,orpsgq_dc,orpsoq,orpsoq_dc,orpspq,orpspq_dc,orpstq,orpstq_dc,orpydq,orpydq_dc,orpygq,orpygq_dc,orpyoq,orpyoq_dc,orpypq,orpypq_dc,orpytq,orpytq_dc,orttq,orttq_dc,datadate,tic
008549,INDL,C,D,12,STD,43.5500,,4.4100,,,,4153000.0000,,154.0000,,,3,,3,696.0000,,,3,64.0000,,270.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20120630,COP
008549,INDL,C,D,12,STD,40.3900,,4.5600,,,,4199000.0000,,155.0000,,,3,,3,670.0000,,,3,6.0000,,206.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20120930,COP
008549,INDL,C,D,12,STD,44.9300,,5.7900,,,,4089000.0000,,160.0000,,57000.0000,,1722000000.0000,,725.0000,,261000.0000,,79.0000,,345.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20121231,COP
008549,INDL,C,D,12,STD,42.9500,,5.8400,,,,3962000.0000,,159.0000,,,3,,3,735.0000,,,3,4.0000,,277.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130331,COP
008549,INDL,C,D,12,STD,37.8000,,5.8600,,,,3998000.0000,,158.0000,,,3,,3,685.0000,,,3,98.0000,,321.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130630,COP
008549,INDL,C,D,12,STD,41.1400,,5.9900,,,,3930000.0000,,156.0000,,,3,,3,659.0000,,,3,101.0000,,313.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130930,COP
008549,INDL,C,D,12,STD,43.8200,,6.0200,,,,3866000.0000,,150.0000,,59000.0000,,1655000000.0000,,679.0000,,258000.0000,,65.0000,,321.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131231,COP
008549,INDL,C,D,12,STD,46.5200,,7.5500,,,,3901000.0000,,159.0000,,,3,,3,723.0000,,,3,23.0000,,296.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140331,COP
008549,INDL,C,D,12,STD,40.3600,,6.8200,,,,3998000.0000,,167.0000,,,3,,3,724.0000,,,3,145.0000,,517.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140630,COP
008549,INDL,C,D,12,STD,37.8300,,5.9600,,,,3833000.0000,,157.0000,,,3,,3,685.0000,,,3,86.0000,,459.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140930,COP
008549,INDL,C,D,12,STD,31.0700,,5.9800,,,,4040000.0000,,152.0000,,57000.0000,,1619000000.0000,,764.0000,,269000.0000,,350.0000,,773.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20141231,COP
008549,INDL,C,D,12,STD,19.6000,,4.7200,,,,4059000.0000,,155.0000,,,3,,3,778.0000,,,3,271.0000,,482.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20150331,COP
008549,INDL,C,D,12,STD,19.6200,,3.9000,,,,4136000.0000,,160.0000,,,3,,3,746.0000,,,3,157.0000,,549.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20150630,COP
008549,INDL,C,D,12,STD,15.5400,,3.8700,,,,3984000.0000,,156.0000,,,3,,3,734.0000,,,3,148.0000,,678.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20150930,COP
008549,INDL,C,D,12,STD,16.4200,,3.3600,,,,4062000.0000,,153.0000,,59000.0000,,1643000000.0000,,769.0000,,278000.0000,,565.0000,,2100.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20151231,COP
008549,INDL,C,D,12,STD,12.3000,,2.9900,,,,3895000.0000,,146.0000,,,3,,3,783.0000,,,3,180.0000,,337.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160331,COP
008549,INDL,C,D,12,STD,16.5500,,2.4900,,,,3893000.0000,,145.0000,,,3,,3,752.0000,,,3,249.0000,,407.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160630,COP
008549,INDL,C,D,12,STD,16.1800,,3.0500,,,,3777000.0000,,148.0000,,,3,,3,779.0000,,,3,163.0000,,457.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160930,COP
008549,INDL,C,D,12,STD,21.8200,,3.4400,,,,3863000.0000,,143.0000,,52925.0000,,1407805000.0000,,809.0000,,285065.0000,,126.0000,,337.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20161231,COP
008549,INDL,C,D,12,STD,24.8700,,3.8400,,,,3809000.0000,,134.0000,,,3,,3,824.0000,,,3,101.0000,,500.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170331,COP
008549,INDL,C,D,12,STD,20.9900,,3.8300,,,,3499000.0000,,127.0000,,,3,,3,727.0000,,,3,14.0000,,98.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170630,COP
008549,INDL,C,D,12,STD,23.8200,,4.1100,,,,2918000.0000,,95.0000,,,3,,3,645.0000,,,3,-3.0000,,75.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170930,COP
008549,INDL,C,D,12,STD,32.7900,,4.5900,,,,2868000.0000,,89.0000,,40515.0000,,1193550000.0000,,689.0000,,263165.0000,,76.0000,,176.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20171231,COP
008549,INDL,C,D,12,STD,28.3700,,5.1300,,,,2828000.0000,,96.0000,,,3,,3,702.0000,,,3,15.0000,,95.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180331,COP
008549,INDL,C,D,12,STD,29.9400,,5.1800,,,,2754000.0000,,103.0000,,,3,,3,687.0000,,,3,1.0000,,69.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180630,COP
008549,INDL,C,D,12,STD,35.1400,,5.8100,,,,2732000.0000,,106.0000,,,3,,3,700.0000,,,3,12.0000,,103.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180930,COP
008549,INDL,C,D,12,STD,28.0400,,6.4600,,,,2785000.0000,,105.0000,,37000.0000,,1138000000.0000,,788.0000,,257000.0000,,11.0000,,102.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20181231,COP
008549,INDL,C,D,12,STD,23.8500,,6.0000,,,,2840000.0000,,110.0000,,,3,,3,778.0000,,,3,10.0000,,83.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190331,COP
008549,INDL,C,D,12,STD,21.6500,,4.7600,,,,2768000.0000,,118.0000,,,3,,3,753.0000,,,3,16.0000,,81.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190630,COP
008549,INDL,C,D,12,STD,15.5900,,4.7400,,,,2871000.0000,,114.0000,,,3,,3,773.0000,,,3,139.0000,,67.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190930,COP
