gvkey,iid,datadate,tic,conm,cshoc,cshtrd,eps,epsmo,prccd,exchg,spcindcd,spcseccd
003851,03,20100104,DAL,DELTA AIR LINES INC,779522000.0000,14482470.0000,-1.6400,9,11.2200,11,605,600
003851,03,20100105,DAL,DELTA AIR LINES INC,779522000.0000,25065900.0000,-1.6400,9,12.1000,11,605,600
003851,03,20100106,DAL,DELTA AIR LINES INC,779522000.0000,14980680.0000,-1.6400,9,12.1100,11,605,600
003851,03,20100107,DAL,DELTA AIR LINES INC,779522000.0000,19812230.0000,-1.6400,9,12.6900,11,605,600
003851,03,20100108,DAL,DELTA AIR LINES INC,779522000.0000,24589160.0000,-1.6400,9,12.4700,11,605,600
003851,03,20100111,DAL,DELTA AIR LINES INC,779522000.0000,16220400.0000,-1.6400,9,12.7900,11,605,600
003851,03,20100112,DAL,DELTA AIR LINES INC,779522000.0000,12905460.0000,-1.6400,9,12.5400,11,605,600
003851,03,20100113,DAL,DELTA AIR LINES INC,779522000.0000,11763180.0000,-1.6400,9,12.8500,11,605,600
003851,03,20100114,DAL,DELTA AIR LINES INC,779522000.0000,12026740.0000,-1.6400,9,13.1700,11,605,600
003851,03,20100115,DAL,DELTA AIR LINES INC,779522000.0000,9127433.0000,-1.6400,9,12.7400,11,605,600
003851,03,20100119,DAL,DELTA AIR LINES INC,779522000.0000,9836092.0000,-1.6400,9,13.0300,11,605,600
003851,03,20100120,DAL,DELTA AIR LINES INC,779522000.0000,20133710.0000,-1.6400,9,13.4100,11,605,600
003851,03,20100121,DAL,DELTA AIR LINES INC,779522000.0000,24669150.0000,-1.6400,9,13.4400,11,605,600
003851,03,20100122,DAL,DELTA AIR LINES INC,779522000.0000,22279150.0000,-1.6400,9,13.2900,11,605,600
003851,03,20100125,DAL,DELTA AIR LINES INC,779522000.0000,19299520.0000,-1.6400,9,13.3300,11,605,600
003851,03,20100126,DAL,DELTA AIR LINES INC,779522000.0000,16290580.0000,-1.2900,12,13.1500,11,605,600
003851,03,20100127,DAL,DELTA AIR LINES INC,779522000.0000,24581360.0000,-1.2900,12,13.1600,11,605,600
003851,03,20100128,DAL,DELTA AIR LINES INC,779522000.0000,17086470.0000,-1.2900,12,12.6500,11,605,600
003851,03,20100129,DAL,DELTA AIR LINES INC,779522000.0000,19293990.0000,-1.2900,12,12.2300,11,605,600
003851,03,20100201,DAL,DELTA AIR LINES INC,779522000.0000,9685639.0000,-1.2900,12,12.6300,11,605,600
003851,03,20100202,DAL,DELTA AIR LINES INC,779522000.0000,12952090.0000,-1.2900,12,12.9000,11,605,600
003851,03,20100203,DAL,DELTA AIR LINES INC,779522000.0000,9609502.0000,-1.2900,12,12.4200,11,605,600
003851,03,20100204,DAL,DELTA AIR LINES INC,779522000.0000,17073290.0000,-1.2900,12,11.4600,11,605,600
003851,03,20100205,DAL,DELTA AIR LINES INC,779522000.0000,20002940.0000,-1.2900,12,11.3000,11,605,600
003851,03,20100208,DAL,DELTA AIR LINES INC,779522000.0000,9295643.0000,-1.2900,12,11.2500,11,605,600
003851,03,20100209,DAL,DELTA AIR LINES INC,779522000.0000,23978610.0000,-1.2900,12,12.3900,11,605,600
003851,03,20100210,DAL,DELTA AIR LINES INC,779522000.0000,19455710.0000,-1.2900,12,11.5800,11,605,600
003851,03,20100211,DAL,DELTA AIR LINES INC,779522000.0000,14521720.0000,-1.2900,12,11.8300,11,605,600
003851,03,20100212,DAL,DELTA AIR LINES INC,779522000.0000,12768520.0000,-1.2900,12,12.2500,11,605,600
003851,03,20100216,DAL,DELTA AIR LINES INC,779522000.0000,7985531.0000,-1.2900,12,12.4800,11,605,600
003851,03,20100217,DAL,DELTA AIR LINES INC,779522000.0000,10321490.0000,-1.2900,12,12.7300,11,605,600
003851,03,20100218,DAL,DELTA AIR LINES INC,779522000.0000,7195442.0000,-1.2900,12,12.5500,11,605,600
003851,03,20100219,DAL,DELTA AIR LINES INC,779522000.0000,4816180.0000,-1.2900,12,12.6900,11,605,600
003851,03,20100222,DAL,DELTA AIR LINES INC,779522000.0000,9824719.0000,-1.2900,12,12.7300,11,605,600
003851,03,20100223,DAL,DELTA AIR LINES INC,779522000.0000,5596531.0000,-1.2900,12,12.6400,11,605,600
003851,03,20100224,DAL,DELTA AIR LINES INC,779522000.0000,6896036.0000,-1.2900,12,12.7500,11,605,600
003851,03,20100225,DAL,DELTA AIR LINES INC,785464000.0000,6528753.0000,-1.5000,12,12.6600,11,605,600
003851,03,20100226,DAL,DELTA AIR LINES INC,785464000.0000,6591926.0000,-1.5000,12,12.9200,11,605,600
003851,03,20100301,DAL,DELTA AIR LINES INC,785464000.0000,8057794.0000,-1.5000,12,13.1700,11,605,600
003851,03,20100302,DAL,DELTA AIR LINES INC,785464000.0000,9626506.0000,-1.5000,12,12.7800,11,605,600
003851,03,20100303,DAL,DELTA AIR LINES INC,785464000.0000,5703160.0000,-1.5000,12,12.9300,11,605,600
003851,03,20100304,DAL,DELTA AIR LINES INC,785464000.0000,7558965.0000,-1.5000,12,12.7800,11,605,600
003851,03,20100305,DAL,DELTA AIR LINES INC,785464000.0000,7204947.0000,-1.5000,12,12.7000,11,605,600
003851,03,20100308,DAL,DELTA AIR LINES INC,785464000.0000,10698170.0000,-1.5000,12,12.5400,11,605,600
003851,03,20100309,DAL,DELTA AIR LINES INC,785464000.0000,17172050.0000,-1.5000,12,12.8100,11,605,600
003851,03,20100310,DAL,DELTA AIR LINES INC,785464000.0000,17015330.0000,-1.5000,12,13.3000,11,605,600
003851,03,20100311,DAL,DELTA AIR LINES INC,785464000.0000,10498280.0000,-1.5000,12,12.9900,11,605,600
003851,03,20100312,DAL,DELTA AIR LINES INC,785464000.0000,7358004.0000,-1.5000,12,12.8300,11,605,600
003851,03,20100315,DAL,DELTA AIR LINES INC,785464000.0000,13433300.0000,-1.5000,12,12.6600,11,605,600
003851,03,20100316,DAL,DELTA AIR LINES INC,785464000.0000,8100382.0000,-1.5000,12,12.9800,11,605,600
003851,03,20100317,DAL,DELTA AIR LINES INC,785464000.0000,8628754.0000,-1.5000,12,12.9400,11,605,600
003851,03,20100318,DAL,DELTA AIR LINES INC,785464000.0000,6619777.0000,-1.5000,12,13.1100,11,605,600
003851,03,20100319,DAL,DELTA AIR LINES INC,785464000.0000,9764660.0000,-1.5000,12,12.5700,11,605,600
003851,03,20100322,DAL,DELTA AIR LINES INC,785464000.0000,7551879.0000,-1.5000,12,13.0700,11,605,600
003851,03,20100323,DAL,DELTA AIR LINES INC,785464000.0000,9092658.0000,-1.5000,12,13.4300,11,605,600
003851,03,20100324,DAL,DELTA AIR LINES INC,785464000.0000,11058630.0000,-1.5000,12,13.8100,11,605,600
003851,03,20100325,DAL,DELTA AIR LINES INC,785464000.0000,17938480.0000,-1.5000,12,14.2000,11,605,600
003851,03,20100326,DAL,DELTA AIR LINES INC,785464000.0000,12417890.0000,-1.5000,12,14.5000,11,605,600
003851,03,20100329,DAL,DELTA AIR LINES INC,785464000.0000,12981430.0000,-1.5000,12,14.6500,11,605,600
003851,03,20100330,DAL,DELTA AIR LINES INC,785464000.0000,11130390.0000,-1.5000,12,14.6200,11,605,600
003851,03,20100331,DAL,DELTA AIR LINES INC,785464000.0000,6676185.0000,-1.5000,12,14.5900,11,605,600
003851,03,20100401,DAL,DELTA AIR LINES INC,785464000.0000,7044504.0000,-1.5000,12,14.6900,11,605,600
003851,03,20100405,DAL,DELTA AIR LINES INC,785464000.0000,12949220.0000,-1.5000,12,14.4200,11,605,600
003851,03,20100406,DAL,DELTA AIR LINES INC,785464000.0000,9131765.0000,-1.5000,12,14.6600,11,605,600
003851,03,20100407,DAL,DELTA AIR LINES INC,785464000.0000,16150010.0000,-1.5000,12,14.1700,11,605,600
003851,03,20100408,DAL,DELTA AIR LINES INC,785464000.0000,13868400.0000,-1.5000,12,14.8100,11,605,600
003851,03,20100409,DAL,DELTA AIR LINES INC,785464000.0000,11695450.0000,-1.5000,12,14.5800,11,605,600
003851,03,20100412,DAL,DELTA AIR LINES INC,785464000.0000,8403160.0000,-1.5000,12,14.9300,11,605,600
003851,03,20100413,DAL,DELTA AIR LINES INC,785464000.0000,9319029.0000,-1.5000,12,14.3700,11,605,600
003851,03,20100414,DAL,DELTA AIR LINES INC,785464000.0000,10568820.0000,-1.5000,12,14.3900,11,605,600
003851,03,20100415,DAL,DELTA AIR LINES INC,785464000.0000,14046810.0000,-1.5000,12,14.3900,11,605,600
003851,03,20100416,DAL,DELTA AIR LINES INC,785464000.0000,13024790.0000,-1.5000,12,13.8700,11,605,600
003851,03,20100419,DAL,DELTA AIR LINES INC,785464000.0000,18874680.0000,-1.5000,12,13.1800,11,605,600
003851,03,20100420,DAL,DELTA AIR LINES INC,785464000.0000,25945510.0000,-1.5000,12,13.1600,11,605,600
003851,03,20100421,DAL,DELTA AIR LINES INC,785464000.0000,25575950.0000,-0.7700,3,12.5700,11,605,600
003851,03,20100422,DAL,DELTA AIR LINES INC,785464000.0000,26744710.0000,-0.7700,3,12.3600,11,605,600
003851,03,20100423,DAL,DELTA AIR LINES INC,787389000.0000,20970870.0000,-0.8500,3,13.0100,11,605,600
003851,03,20100426,DAL,DELTA AIR LINES INC,787389000.0000,14005810.0000,-0.8500,3,12.9500,11,605,600
003851,03,20100427,DAL,DELTA AIR LINES INC,787389000.0000,13762730.0000,-0.8500,3,12.2200,11,605,600
003851,03,20100428,DAL,DELTA AIR LINES INC,787389000.0000,13208400.0000,-0.8500,3,12.1800,11,605,600
003851,03,20100429,DAL,DELTA AIR LINES INC,787389000.0000,13514230.0000,-0.8500,3,12.1100,11,605,600
003851,03,20100430,DAL,DELTA AIR LINES INC,787389000.0000,22022830.0000,-0.8500,3,12.0800,11,605,600
003851,03,20100503,DAL,DELTA AIR LINES INC,787389000.0000,12473450.0000,-0.8500,3,12.5900,11,605,600
003851,03,20100504,DAL,DELTA AIR LINES INC,789817000.0000,18811040.0000,-0.8500,3,11.7600,11,605,600
003851,03,20100505,DAL,DELTA AIR LINES INC,789817000.0000,24062950.0000,-0.8500,3,12.3300,11,605,600
003851,03,20100506,DAL,DELTA AIR LINES INC,789817000.0000,21524440.0000,-0.8500,3,11.7200,11,605,600
003851,03,20100507,DAL,DELTA AIR LINES INC,789817000.0000,22890850.0000,-0.8500,3,11.7000,11,605,600
003851,03,20100510,DAL,DELTA AIR LINES INC,789817000.0000,9884997.0000,-0.8500,3,12.3000,11,605,600
003851,03,20100511,DAL,DELTA AIR LINES INC,789817000.0000,13176140.0000,-0.8500,3,12.4000,11,605,600
003851,03,20100512,DAL,DELTA AIR LINES INC,789817000.0000,19992720.0000,-0.8500,3,13.5500,11,605,600
003851,03,20100513,DAL,DELTA AIR LINES INC,789817000.0000,10911700.0000,-0.8500,3,13.2500,11,605,600
003851,03,20100514,DAL,DELTA AIR LINES INC,789817000.0000,19889320.0000,-0.8500,3,13.7400,11,605,600
003851,03,20100517,DAL,DELTA AIR LINES INC,789817000.0000,10749960.0000,-0.8500,3,13.9400,11,605,600
003851,03,20100518,DAL,DELTA AIR LINES INC,789817000.0000,11284850.0000,-0.8500,3,13.5700,11,605,600
003851,03,20100519,DAL,DELTA AIR LINES INC,789817000.0000,10407280.0000,-0.8500,3,13.6300,11,605,600
003851,03,20100520,DAL,DELTA AIR LINES INC,789817000.0000,15816370.0000,-0.8500,3,12.9100,11,605,600
003851,03,20100521,DAL,DELTA AIR LINES INC,789817000.0000,11238410.0000,-0.8500,3,13.3400,11,605,600
003851,03,20100524,DAL,DELTA AIR LINES INC,789817000.0000,9253150.0000,-0.8500,3,13.4600,11,605,600
003851,03,20100525,DAL,DELTA AIR LINES INC,789817000.0000,12158130.0000,-0.8500,3,13.8400,11,605,600
003851,03,20100526,DAL,DELTA AIR LINES INC,789817000.0000,16419770.0000,-0.8500,3,13.8500,11,605,600
003851,03,20100527,DAL,DELTA AIR LINES INC,789817000.0000,12319850.0000,-0.8500,3,13.9500,11,605,600
003851,03,20100528,DAL,DELTA AIR LINES INC,789817000.0000,8475145.0000,-0.8500,3,13.5800,11,605,600
003851,03,20100601,DAL,DELTA AIR LINES INC,789817000.0000,11559350.0000,-0.8500,3,13.5400,11,605,600
003851,03,20100602,DAL,DELTA AIR LINES INC,789817000.0000,17181670.0000,-0.8500,3,14.0900,11,605,600
003851,03,20100603,DAL,DELTA AIR LINES INC,789817000.0000,10460150.0000,-0.8500,3,14.2800,11,605,600
003851,03,20100604,DAL,DELTA AIR LINES INC,789817000.0000,10129620.0000,-0.8500,3,13.5800,11,605,600
003851,03,20100607,DAL,DELTA AIR LINES INC,789817000.0000,8644459.0000,-0.8500,3,13.1300,11,605,600
003851,03,20100608,DAL,DELTA AIR LINES INC,789817000.0000,10711160.0000,-0.8500,3,13.1900,11,605,600
003851,03,20100609,DAL,DELTA AIR LINES INC,789817000.0000,8691576.0000,-0.8500,3,13.3600,11,605,600
003851,03,20100610,DAL,DELTA AIR LINES INC,789817000.0000,12495520.0000,-0.8500,3,13.3500,11,605,600
003851,03,20100611,DAL,DELTA AIR LINES INC,789817000.0000,9612073.0000,-0.8500,3,13.4500,11,605,600
003851,03,20100614,DAL,DELTA AIR LINES INC,789817000.0000,16056800.0000,-0.8500,3,13.6900,11,605,600
003851,03,20100615,DAL,DELTA AIR LINES INC,789817000.0000,12452650.0000,-0.8500,3,13.9900,11,605,600
003851,03,20100616,DAL,DELTA AIR LINES INC,789817000.0000,12239090.0000,-0.8500,3,14.0800,11,605,600
003851,03,20100617,DAL,DELTA AIR LINES INC,789817000.0000,7956220.0000,-0.8500,3,14.1900,11,605,600
003851,03,20100618,DAL,DELTA AIR LINES INC,789817000.0000,13389980.0000,-0.8500,3,13.7100,11,605,600
003851,03,20100621,DAL,DELTA AIR LINES INC,789817000.0000,8074990.0000,-0.8500,3,13.4900,11,605,600
003851,03,20100622,DAL,DELTA AIR LINES INC,789817000.0000,11331000.0000,-0.8500,3,12.6700,11,605,600
003851,03,20100623,DAL,DELTA AIR LINES INC,789817000.0000,7757059.0000,-0.8500,3,12.6600,11,605,600
003851,03,20100624,DAL,DELTA AIR LINES INC,789817000.0000,7594034.0000,-0.8500,3,12.3100,11,605,600
003851,03,20100625,DAL,DELTA AIR LINES INC,789817000.0000,11967400.0000,-0.8500,3,12.0000,11,605,600
003851,03,20100628,DAL,DELTA AIR LINES INC,789817000.0000,7610401.0000,-0.8500,3,12.0400,11,605,600
003851,03,20100629,DAL,DELTA AIR LINES INC,789817000.0000,10401810.0000,-0.8500,3,11.3100,11,605,600
003851,03,20100630,DAL,DELTA AIR LINES INC,789817000.0000,16054150.0000,-0.8500,3,11.7500,11,605,600
003851,03,20100701,DAL,DELTA AIR LINES INC,789817000.0000,14191240.0000,-0.8500,3,11.7200,11,605,600
003851,03,20100702,DAL,DELTA AIR LINES INC,789817000.0000,18287550.0000,-0.8500,3,11.0300,11,605,600
003851,03,20100706,DAL,DELTA AIR LINES INC,789817000.0000,9748728.0000,-0.8500,3,11.1000,11,605,600
003851,03,20100707,DAL,DELTA AIR LINES INC,789817000.0000,10659860.0000,-0.8500,3,11.7100,11,605,600
003851,03,20100708,DAL,DELTA AIR LINES INC,789817000.0000,5722378.0000,-0.8500,3,11.7700,11,605,600
003851,03,20100709,DAL,DELTA AIR LINES INC,789817000.0000,6974621.0000,-0.8500,3,11.6500,11,605,600
003851,03,20100712,DAL,DELTA AIR LINES INC,789817000.0000,9613501.0000,-0.8500,3,11.6700,11,605,600
003851,03,20100713,DAL,DELTA AIR LINES INC,789817000.0000,10828930.0000,-0.8500,3,12.1100,11,605,600
003851,03,20100714,DAL,DELTA AIR LINES INC,789817000.0000,8405760.0000,-0.8500,3,12.2100,11,605,600
003851,03,20100715,DAL,DELTA AIR LINES INC,789817000.0000,8132915.0000,-0.8500,3,12.0100,11,605,600
003851,03,20100716,DAL,DELTA AIR LINES INC,789817000.0000,8204115.0000,-0.8500,3,11.7200,11,605,600
003851,03,20100719,DAL,DELTA AIR LINES INC,789817000.0000,29989510.0000,0.0200,6,11.3800,11,605,600
003851,03,20100720,DAL,DELTA AIR LINES INC,789817000.0000,9408233.0000,0.0200,6,11.5300,11,605,600
003851,03,20100721,DAL,DELTA AIR LINES INC,789817000.0000,15491630.0000,0.0200,6,10.9000,11,605,600
003851,03,20100722,DAL,DELTA AIR LINES INC,789817000.0000,9812602.0000,0.0200,6,11.4600,11,605,600
003851,03,20100723,DAL,DELTA AIR LINES INC,789817000.0000,6727145.0000,0.0200,6,11.4500,11,605,600
003851,03,20100726,DAL,DELTA AIR LINES INC,789817000.0000,7634715.0000,0.0200,6,11.9800,11,605,600
003851,03,20100727,DAL,DELTA AIR LINES INC,789817000.0000,6265741.0000,0.0200,6,11.7100,11,605,600
003851,03,20100728,DAL,DELTA AIR LINES INC,789817000.0000,5144250.0000,0.0200,6,11.5400,11,605,600
003851,03,20100729,DAL,DELTA AIR LINES INC,789817000.0000,5776928.0000,0.0200,6,11.6900,11,605,600
003851,03,20100730,DAL,DELTA AIR LINES INC,789817000.0000,7858590.0000,0.0200,6,11.8800,11,605,600
003851,03,20100802,DAL,DELTA AIR LINES INC,788849000.0000,13109540.0000,0.0200,6,12.6100,11,605,600
003851,03,20100803,DAL,DELTA AIR LINES INC,788849000.0000,9691882.0000,0.0200,6,12.1500,11,605,600
003851,03,20100804,DAL,DELTA AIR LINES INC,788849000.0000,8127176.0000,0.0200,6,11.8600,11,605,600
003851,03,20100805,DAL,DELTA AIR LINES INC,788849000.0000,8084762.0000,0.0200,6,11.8000,11,605,600
003851,03,20100806,DAL,DELTA AIR LINES INC,788849000.0000,6764126.0000,0.0200,6,11.8100,11,605,600
003851,03,20100809,DAL,DELTA AIR LINES INC,788849000.0000,6923889.0000,0.0200,6,12.1900,11,605,600
003851,03,20100810,DAL,DELTA AIR LINES INC,788849000.0000,6205347.0000,0.0200,6,11.8000,11,605,600
003851,03,20100811,DAL,DELTA AIR LINES INC,788849000.0000,6683632.0000,0.0200,6,11.3600,11,605,600
003851,03,20100812,DAL,DELTA AIR LINES INC,788849000.0000,5839208.0000,0.0200,6,11.4800,11,605,600
003851,03,20100813,DAL,DELTA AIR LINES INC,788849000.0000,5167171.0000,0.0200,6,11.5500,11,605,600
003851,03,20100816,DAL,DELTA AIR LINES INC,788849000.0000,4548293.0000,0.0200,6,11.4800,11,605,600
003851,03,20100817,DAL,DELTA AIR LINES INC,788849000.0000,9363069.0000,0.0200,6,11.3600,11,605,600
003851,03,20100818,DAL,DELTA AIR LINES INC,788849000.0000,5054402.0000,0.0200,6,11.3600,11,605,600
003851,03,20100819,DAL,DELTA AIR LINES INC,788849000.0000,24098280.0000,0.0200,6,10.7800,11,605,600
003851,03,20100820,DAL,DELTA AIR LINES INC,788849000.0000,7988538.0000,0.0200,6,10.5300,11,605,600
003851,03,20100823,DAL,DELTA AIR LINES INC,788849000.0000,6190599.0000,0.0200,6,10.4700,11,605,600
003851,03,20100824,DAL,DELTA AIR LINES INC,788849000.0000,15552740.0000,0.0200,6,9.9600,11,605,600
003851,03,20100825,DAL,DELTA AIR LINES INC,788849000.0000,11441700.0000,0.0200,6,10.0300,11,605,600
003851,03,20100826,DAL,DELTA AIR LINES INC,788849000.0000,7134739.0000,0.0200,6,10.0400,11,605,600
003851,03,20100827,DAL,DELTA AIR LINES INC,788849000.0000,10307980.0000,0.0200,6,10.4600,11,605,600
003851,03,20100830,DAL,DELTA AIR LINES INC,788849000.0000,6208980.0000,0.0200,6,10.3700,11,605,600
003851,03,20100831,DAL,DELTA AIR LINES INC,788849000.0000,5834751.0000,0.0200,6,10.4600,11,605,600
003851,03,20100901,DAL,DELTA AIR LINES INC,788849000.0000,7972123.0000,0.0200,6,10.6800,11,605,600
003851,03,20100902,DAL,DELTA AIR LINES INC,788849000.0000,7180971.0000,0.0200,6,10.8400,11,605,600
003851,03,20100903,DAL,DELTA AIR LINES INC,788849000.0000,7834619.0000,0.0200,6,11.0500,11,605,600
003851,03,20100907,DAL,DELTA AIR LINES INC,788849000.0000,8304182.0000,0.0200,6,10.6700,11,605,600
003851,03,20100908,DAL,DELTA AIR LINES INC,788849000.0000,6849412.0000,0.0200,6,10.6900,11,605,600
003851,03,20100909,DAL,DELTA AIR LINES INC,788849000.0000,5883360.0000,0.0200,6,10.6300,11,605,600
003851,03,20100910,DAL,DELTA AIR LINES INC,788849000.0000,5669380.0000,0.0200,6,10.5400,11,605,600
003851,03,20100913,DAL,DELTA AIR LINES INC,788849000.0000,5359457.0000,0.0200,6,10.6500,11,605,600
003851,03,20100914,DAL,DELTA AIR LINES INC,788849000.0000,13272930.0000,0.0200,6,11.1800,11,605,600
003851,03,20100915,DAL,DELTA AIR LINES INC,788849000.0000,8238376.0000,0.0200,6,11.5000,11,605,600
003851,03,20100916,DAL,DELTA AIR LINES INC,788849000.0000,8944268.0000,0.0200,6,11.5800,11,605,600
003851,03,20100917,DAL,DELTA AIR LINES INC,788849000.0000,8566383.0000,0.0200,6,11.1800,11,605,600
003851,03,20100920,DAL,DELTA AIR LINES INC,788849000.0000,6180090.0000,0.0200,6,11.5500,11,605,600
003851,03,20100921,DAL,DELTA AIR LINES INC,788849000.0000,9052863.0000,0.0200,6,11.9500,11,605,600
003851,03,20100922,DAL,DELTA AIR LINES INC,788849000.0000,8762826.0000,0.0200,6,11.4200,11,605,600
003851,03,20100923,DAL,DELTA AIR LINES INC,788849000.0000,5163015.0000,0.0200,6,11.3200,11,605,600
003851,03,20100924,DAL,DELTA AIR LINES INC,788849000.0000,7840298.0000,0.0200,6,11.7000,11,605,600
003851,03,20100927,DAL,DELTA AIR LINES INC,788849000.0000,9239495.0000,0.0200,6,11.3900,11,605,600
003851,03,20100928,DAL,DELTA AIR LINES INC,788849000.0000,7828825.0000,0.0200,6,11.5900,11,605,600
003851,03,20100929,DAL,DELTA AIR LINES INC,788849000.0000,6901271.0000,0.0200,6,11.5900,11,605,600
003851,03,20100930,DAL,DELTA AIR LINES INC,788849000.0000,8396009.0000,0.0200,6,11.6400,11,605,600
003851,03,20101001,DAL,DELTA AIR LINES INC,788849000.0000,9094817.0000,0.0200,6,12.0100,11,605,600
003851,03,20101004,DAL,DELTA AIR LINES INC,788849000.0000,7915440.0000,0.0200,6,11.5100,11,605,600
003851,03,20101005,DAL,DELTA AIR LINES INC,788849000.0000,12624080.0000,0.0200,6,11.8300,11,605,600
003851,03,20101006,DAL,DELTA AIR LINES INC,788849000.0000,10124050.0000,0.0200,6,11.7800,11,605,600
003851,03,20101007,DAL,DELTA AIR LINES INC,788849000.0000,7162475.0000,0.0200,6,11.7700,11,605,600
003851,03,20101008,DAL,DELTA AIR LINES INC,788849000.0000,13098010.0000,0.0200,6,11.4000,11,605,600
003851,03,20101011,DAL,DELTA AIR LINES INC,788849000.0000,8441141.0000,0.0200,6,11.2400,11,605,600
003851,03,20101012,DAL,DELTA AIR LINES INC,788849000.0000,12218650.0000,0.0200,6,11.4150,11,605,600
003851,03,20101013,DAL,DELTA AIR LINES INC,788849000.0000,9462165.0000,0.0200,6,11.5800,11,605,600
003851,03,20101014,DAL,DELTA AIR LINES INC,788849000.0000,7282353.0000,0.0200,6,11.4500,11,605,600
003851,03,20101015,DAL,DELTA AIR LINES INC,788849000.0000,6667829.0000,0.0200,6,11.3800,11,605,600
003851,03,20101018,DAL,DELTA AIR LINES INC,788849000.0000,7043337.0000,0.0200,6,11.5100,11,605,600
003851,03,20101019,DAL,DELTA AIR LINES INC,788849000.0000,12510280.0000,0.0200,6,11.7000,11,605,600
003851,03,20101020,DAL,DELTA AIR LINES INC,788849000.0000,30285370.0000,0.6600,9,12.9700,11,605,600
003851,03,20101021,DAL,DELTA AIR LINES INC,788849000.0000,20082480.0000,0.6600,9,13.5300,11,605,600
003851,03,20101022,DAL,DELTA AIR LINES INC,788849000.0000,7956382.0000,0.6600,9,13.1800,11,605,600
003851,03,20101025,DAL,DELTA AIR LINES INC,788849000.0000,8403784.0000,0.6600,9,13.4700,11,605,600
003851,03,20101026,DAL,DELTA AIR LINES INC,788920000.0000,8190119.0000,0.6600,9,13.3300,11,605,600
003851,03,20101027,DAL,DELTA AIR LINES INC,788920000.0000,9276983.0000,0.6600,9,13.7800,11,605,600
003851,03,20101028,DAL,DELTA AIR LINES INC,788920000.0000,11263430.0000,0.6600,9,13.8800,11,605,600
003851,03,20101029,DAL,DELTA AIR LINES INC,788920000.0000,11073110.0000,0.6600,9,13.8850,11,605,600
003851,03,20101101,DAL,DELTA AIR LINES INC,788920000.0000,7474154.0000,0.6600,9,13.7200,11,605,600
003851,03,20101102,DAL,DELTA AIR LINES INC,788920000.0000,6660788.0000,0.6600,9,13.8500,11,605,600
003851,03,20101103,DAL,DELTA AIR LINES INC,788920000.0000,13829100.0000,0.6600,9,14.1900,11,605,600
003851,03,20101104,DAL,DELTA AIR LINES INC,788920000.0000,12042430.0000,0.6600,9,14.1800,11,605,600
003851,03,20101105,DAL,DELTA AIR LINES INC,788920000.0000,6892903.0000,0.6600,9,14.2600,11,605,600
003851,03,20101108,DAL,DELTA AIR LINES INC,788920000.0000,7808417.0000,0.6600,9,14.0900,11,605,600
003851,03,20101109,DAL,DELTA AIR LINES INC,788920000.0000,8341074.0000,0.6600,9,13.8600,11,605,600
003851,03,20101110,DAL,DELTA AIR LINES INC,788920000.0000,8910954.0000,0.6600,9,13.5400,11,605,600
003851,03,20101111,DAL,DELTA AIR LINES INC,788920000.0000,10200640.0000,0.6600,9,13.5400,11,605,600
003851,03,20101112,DAL,DELTA AIR LINES INC,788920000.0000,5516158.0000,0.6600,9,13.4600,11,605,600
003851,03,20101115,DAL,DELTA AIR LINES INC,788920000.0000,10599240.0000,0.6600,9,13.2000,11,605,600
003851,03,20101116,DAL,DELTA AIR LINES INC,788920000.0000,9123684.0000,0.6600,9,13.1500,11,605,600
003851,03,20101117,DAL,DELTA AIR LINES INC,788920000.0000,10050150.0000,0.6600,9,13.2100,11,605,600
003851,03,20101118,DAL,DELTA AIR LINES INC,788920000.0000,10132790.0000,0.6600,9,13.7700,11,605,600
003851,03,20101119,DAL,DELTA AIR LINES INC,788920000.0000,7462629.0000,0.6600,9,13.7600,11,605,600
003851,03,20101122,DAL,DELTA AIR LINES INC,788920000.0000,7653802.0000,0.6600,9,13.7600,11,605,600
003851,03,20101123,DAL,DELTA AIR LINES INC,788920000.0000,12173200.0000,0.6600,9,13.7100,11,605,600
003851,03,20101124,DAL,DELTA AIR LINES INC,788920000.0000,10658690.0000,0.6600,9,14.3300,11,605,600
003851,03,20101126,DAL,DELTA AIR LINES INC,788920000.0000,4033884.0000,0.6600,9,14.2300,11,605,600
003851,03,20101129,DAL,DELTA AIR LINES INC,788920000.0000,9593821.0000,0.6600,9,14.1500,11,605,600
003851,03,20101130,DAL,DELTA AIR LINES INC,788920000.0000,27737020.0000,0.6600,9,13.6800,11,605,600
003851,03,20101201,DAL,DELTA AIR LINES INC,788920000.0000,9654706.0000,0.6600,9,13.8800,11,605,600
003851,03,20101202,DAL,DELTA AIR LINES INC,788920000.0000,11954800.0000,0.6600,9,13.5100,11,605,600
003851,03,20101203,DAL,DELTA AIR LINES INC,788920000.0000,9256565.0000,0.6600,9,13.6300,11,605,600
003851,03,20101206,DAL,DELTA AIR LINES INC,788920000.0000,9589363.0000,0.6600,9,13.4800,11,605,600
003851,03,20101207,DAL,DELTA AIR LINES INC,788920000.0000,13195510.0000,0.6600,9,13.1200,11,605,600
003851,03,20101208,DAL,DELTA AIR LINES INC,788920000.0000,9767627.0000,0.6600,9,13.1000,11,605,600
003851,03,20101209,DAL,DELTA AIR LINES INC,788920000.0000,12208390.0000,0.6600,9,13.3100,11,605,600
003851,03,20101210,DAL,DELTA AIR LINES INC,788920000.0000,8749657.0000,0.6600,9,13.0200,11,605,600
