date,allEmployeesChemicals_CHEM,capacityUtilization_CHEM,industrialCapacityChem_CHEM,industrialProdChem_CHEM,industrialProductionChemProd_CHEM,pPIChemicalManufac_CHEM,pPIPaintMaterialsChem_CHEM,ratioManufacturersInvtoShipChem_CHEM,valueManufacturersShipmentsChem_CHEM,cPIFuelOil_OIL,capUtilizationOilGasExtraction_OIL,employeesOilGasExtraction_OIL,globalBrentCrude_OIL,globalWTICrude_OIL,industrialProdCrudeOil_OIL,industrialProdDrilling_OIL,industrialProdMachinery_OIL,industrialProdOilGasExtraction_OIL,pPIDrillingOilGas_OIL,pPIOilGasExtraction_OIL,pPIOilGasMachinery_OIL,pPIPipelineTransCrudeOil_OIL,wTISpotPriceFOB_OIL,airRevenueFreightMail_AIR,airTransportation_AIR,cPIAirlineFares_AIR,pPAirlinePassengerServices_AIR,pPCarRental_AIR,pPFlightBookings_AIR,pPScheduledPassenger_AIR,uS_Jet_Fuel_Spot_Price_AIR,airlineGT_AIR,advanceRetailSales_ECON,consumerOpinionSurvey_ECON,consumerPriceIndex_ECON,consumerSentiment_ECON,interbankRates90day_ECON,leadingIndicatorsOECD_ECON,moneyStockM2_ECON,permit_ECON,realDisposableInc_ECON,uS10YearBondYield_ECON,unemploymentRate_ECON,allEmployeesFinanceInsurance_OTHERS,exportPriceIndPharma_OTHERS,industrialProdPharma_OTHERS,personalConsumptionExpendituresFinServInsurance_OTHERS,producerPriceIndexPharma_OTHERS,epsfxq_JBHT_OTHERS_FUNDAM,revtq_JBHT_OTHERS_FUNDAM,epsfxq_ODFL_OTHERS_FUNDAM,revtq_ODFL_OTHERS_FUNDAM,epsfxq_RE_OTHERS_FUNDAM,revtq_RE_OTHERS_FUNDAM,market_TARGET_RELATIVE,specialty_TARGET_RELATIVE,non-specialty_TARGET_RELATIVE,upstream_TARGET_RELATIVE,midstream_TARGET_RELATIVE,downstream_TARGET_RELATIVE,integrated_TARGET_RELATIVE,services_TARGET_RELATIVE,legacy_TARGET_RELATIVE
2012-12-31,786.2000000000002,69.3185,142.7501333333333,98.95246666666667,95.7258,260.0,290.3333333333333,1.24,65400.666666666664,338.12433333333337,98.1356,190.13333333333333,110.441765480896,88.13278844344063,107.09213333333332,98.17633333333333,96.55803333333334,104.93430000000001,396.56666666666666,241.36666666666667,262.1666666666667,279.8,88.01015625000001,2893999.6666666665,455.1666666666667,308.9546666666667,113.03333333333335,170.9333333333333,91.46666666666665,277.96666666666664,3.00784375,23.0,363147.0,99.05733217132394,231.36933333333334,79.4,0.2333333333333333,99.80565507595186,10336.621428571427,915.0,12741.933333333334,1.691803278688524,7.8,5850.833333333333,123.89999999999999,96.91933333333333,101.641,363.59999999999997,0.7,1338.136,0.46,533.797,1.14,1272.65,1.0,8.77325290983099,-0.9129684152248001,-1.1598811425583513,1.2064143158179002,22.017773711365557,0.7003302608147574,-2.4684424855175293,8.854664361181312
2013-03-31,791.4666666666667,68.4115,142.77373333333333,97.67383333333333,93.17733333333335,264.1666666666667,280.43333333333334,1.2833333333333334,65516.666666666664,330.64933333333335,96.74573333333332,193.79999999999998,112.87456521739132,94.35523464458242,109.0505,100.49966666666667,95.93526666666666,106.13906666666666,412.1000000000001,249.6,263.6666666666667,279.8,94.32549999999998,2980604.3333333335,449.1666666666667,320.0743333333333,115.0,172.26666666666665,95.96666666666665,283.2,3.0905499999999995,24.666666666666668,369558.6666666667,98.80575783893039,232.29933333333335,76.66666666666666,0.22,100.09071910349246,10486.483333333335,952.0,12231.966666666667,1.9323666666666675,7.733333333333333,5865.133333333334,123.56666666666666,95.0366,102.743,373.1000000000001,0.61,1291.587,0.47,538.416,7.5,1350.19,1.0,2.0866373566290597,1.7367390219908052,1.1226730326030447,0.946252885972011,5.309585008119937,0.5062625987928278,1.4098648235322995,5.772500687448923
2013-06-30,793.3666666666667,68.4927,142.05676666666668,97.29826666666668,91.25493333333333,265.3,272.96666666666664,1.2966666666666666,65210.333333333336,322.06666666666666,96.66833333333334,193.5666666666667,103.00413702239801,94.17576218708827,112.85820000000001,103.28896666666667,92.66890000000001,108.82166666666666,434.7666666666667,260.3666666666667,263.4666666666667,287.2,94.04890624999997,2877677.0,446.3666666666666,302.035,113.93333333333334,147.73333333333335,96.0,281.03333333333336,2.767046875,24.666666666666668,369235.6666666667,99.43735604840161,232.045,81.66666666666667,0.19666666666666668,100.39012665688365,10610.076923076924,985.6666666666666,12323.033333333333,2.002608108108108,7.533333333333334,5882.900000000001,121.66666666666667,92.79026666666665,104.62200000000001,375.73333333333335,0.73,1382.857,0.68,590.304,5.56,1334.958,1.0,0.8125435617746591,-0.7407582990026872,0.39421460472427633,0.600176789668164,-0.18404797552333332,0.3639995094781669,-0.21399713400181142,2.9365353889106927
2013-09-30,792.8333333333334,68.3564,140.7234,96.19376666666669,90.17893333333332,263.96666666666664,269.73333333333335,1.28,65225.666666666664,334.735,97.62886666666667,193.30000000000004,110.100838509317,105.80179685049266,118.2425,103.4815,92.8066,112.83463333333333,442.40000000000003,270.4666666666667,263.5333333333333,297.33333333333337,105.83046874999997,2868621.0,441.3333333333333,314.9266666666667,115.36666666666667,174.29999999999998,100.2,285.03333333333336,2.9442656250000003,24.333333333333332,372688.0,99.31663808845259,233.29999999999998,81.56666666666666,0.12333333333333334,100.53609477048967,10773.514285714284,988.3333333333334,12376.300000000001,2.698358024691357,7.233333333333333,5896.866666666666,120.60000000000001,90.26153333333333,105.824,378.6333333333334,0.75,1435.851,0.7,616.458,4.81,1396.924,1.0,2.289182234906099,-1.1999991387547657,1.2156853086911765,-0.583317224956717,-2.902431404159895,0.3096513973724161,3.2889022924460862,2.576493130649458
2013-12-31,793.8333333333334,68.5167,139.12113333333335,95.32013333333333,88.87106666666666,262.2,264.6,1.2466666666666668,65975.0,340.09233333333333,95.61276666666667,193.1,109.39647782169534,97.40502948742086,119.27,99.97393333333333,93.52046666666666,113.53826666666664,445.59999999999997,255.9,264.40000000000003,298.06666666666666,97.49671875,2884807.6666666665,440.90000000000003,315.3813333333333,114.60000000000001,155.43333333333334,100.46666666666665,282.9666666666667,2.8907343750000014,22.333333333333332,374594.0,98.90795385487421,234.1626666666667,76.93333333333334,0.12666666666666668,100.52970740643366,10970.599999999999,1026.6666666666667,12425.199999999999,2.736987012987013,6.933333333333334,5897.900000000001,120.8,89.36033333333334,107.994,375.7666666666667,0.77,1474.276,0.55,592.47,7.54,1511.843,1.0,1.6206043636909804,0.8927782599989271,0.9037091709486025,-0.07864770956357758,2.195625408766758,0.21970370217559815,1.7360987653694977,3.78909362023001
2014-03-31,796.8000000000001,68.9328,137.54616666666666,94.81263333333334,89.38046666666668,267.5,260.7,1.26,66107.0,365.38466666666665,96.7778,194.23333333333335,107.92938302277435,98.75795169082113,124.91609999999999,101.4178,95.6071,118.15589999999999,454.09999999999997,284.6333333333333,267.6666666666667,298.4,98.67819672131144,2876194.0,441.3666666666666,304.19,115.10000000000001,181.46666666666667,102.2,284.2,2.9241147540983605,27.333333333333332,377627.6666666667,99.36719087549109,235.62099999999998,80.93333333333334,0.12333333333333334,100.56960935793866,11133.323076923076,1030.0,12598.300000000001,2.7571999999999997,6.666666666666667,5902.933333333334,117.16666666666667,88.84866666666666,109.14299999999999,392.43333333333334,0.58,1406.908,0.53,620.276,6.21,1286.074,1.0,2.155955681323618,1.1468259587454477,-0.7070048065478411,0.9745464828823776,4.347048265024815,0.1474665627921347,0.005378006828676821,7.1252519429051215
2014-06-30,800.4333333333334,69.89,136.16876666666667,95.16766666666666,90.82903333333336,269.8,255.1,1.2633333333333334,66120.33333333333,339.3483333333333,99.29109999999999,196.66666666666666,109.806645021645,103.14124098124098,133.29620000000003,107.04090000000001,99.05403333333334,124.61723333333333,455.8,280.6333333333333,267.53333333333336,298.53333333333336,103.34682539682541,2971916.0,442.1666666666667,312.118,118.66666666666667,181.26666666666665,104.23333333333333,293.8666666666666,2.8796349206349205,25.666666666666668,386993.0,99.46568732160193,236.87233333333333,82.83333333333333,0.11333333333333333,100.73789465799832,11309.53846153846,1034.6666666666667,12769.866666666667,2.610857142857143,6.2,5912.033333333333,116.16666666666667,89.98453333333333,110.697,393.8,0.79,1547.866,0.86,702.987,6.26,1446.234,1.0,3.232263579063002,0.1773070554202485,2.829157058965772,2.746675569859156,2.419405379693796,2.8237870368597093,5.9270870723922435,5.423576527272897
2014-09-30,804.6333333333333,71.4051,135.023,96.4126,92.87819999999999,271.1666666666667,259.3333333333333,1.2566666666666666,65778.66666666667,337.41866666666664,99.82433333333334,198.4666666666667,102.0805960223352,97.57220214568049,138.21596666666667,112.8064,96.21373333333334,128.60033333333334,453.59999999999997,256.8,267.90000000000003,314.09999999999997,97.86968750000001,2999396.0,444.06666666666666,309.2376666666667,118.43333333333334,184.0,104.63333333333333,293.03333333333336,2.798111111111111,25.0,389734.0,99.56523343492916,237.47833333333332,82.96666666666667,0.12666666666666668,100.83404128392932,11458.176923076924,1065.3333333333333,12918.966666666665,2.490304878048781,6.066666666666667,5940.533333333333,117.89999999999999,90.42126666666667,111.82799999999999,398.26666666666665,0.87,1601.156,0.9,743.586,6.0,1514.19,1.0,2.7000863448063894,-2.086735978472237,1.4565398664078735,7.280201564433874,-1.4655443777150887,0.2191417256658707,2.495593194489686,1.3761737822623727
2014-12-31,808.2666666666668,71.6303,134.0084,95.98973333333333,93.07736666666666,268.2,255.4,1.2866666666666668,64235.666666666664,312.1863333333333,99.69319999999999,200.70000000000002,75.9568695652174,73.06702173913042,142.40993333333333,119.75833333333333,91.78809999999999,131.4658,444.59999999999997,209.29999999999998,268.09999999999997,319.8666666666666,73.21124999999999,3009839.0,448.6333333333334,304.7923333333334,115.39999999999999,149.5,100.5,285.1666666666667,2.17108064516129,22.0,390215.0,100.37343497405634,236.88833333333332,89.76666666666665,0.13333333333333333,100.79402487857435,11601.007692307692,1078.6666666666667,13089.733333333332,2.2666794871794878,5.7,5966.566666666667,116.33333333333333,92.32243333333334,112.41799999999999,401.8333333333333,0.93,1609.511,0.81,721.048,7.47,1503.223,1.0,-4.627819770259238,-3.2522369592063507,-11.78688891477997,-4.479205204717869,-4.022322062027925,-5.659182838170069,-12.618916650041058,9.169505629388276
2015-03-31,806.1333333333333,72.0169,133.0349,95.80786666666665,95.0279,264.4666666666667,254.16666666666666,1.32,61944.666666666664,273.524,99.6904,197.53333333333333,54.046227272727265,48.70159090909093,145.44306666666668,99.444,77.3847,134.04243333333332,403.8333333333333,139.53333333333333,268.1666666666667,325.7,48.485245901639345,3089921.3333333335,450.8333333333333,292.68666666666667,115.33333333333333,165.06666666666666,98.5,285.2666666666667,1.6278196721311473,24.666666666666668,387032.3333333333,100.97518490730901,235.35500000000002,95.5,0.15,100.57235716310466,11812.753846153846,1086.3333333333333,13238.433333333334,1.9663199999999994,5.533333333333334,5998.133333333334,112.89999999999999,94.87533333333333,112.89,414.26666666666665,0.78,1440.18,0.73,696.245,7.19,1428.62,1.0,0.6980890248604644,1.6996333077032297,-2.4631368414398365,-1.6363952670660356,1.7510888937680242,-1.8330275191587786,-4.2179231628881935,5.5758087640749325
2015-06-30,807.5,72.0598,132.10413333333335,95.1941,93.23016666666666,265.9666666666667,245.0666666666667,1.3233333333333335,61443.333333333336,265.81166666666667,98.9156,194.26666666666665,62.09896103896103,57.7568542568543,146.50646666666668,71.91180000000001,61.2183,134.95953333333333,379.90000000000003,149.5666666666667,269.1333333333333,320.9,57.8546031746032,3005726.3333333335,454.93333333333334,292.41333333333336,114.13333333333333,154.1,97.0,282.2,1.7595238095238088,23.666666666666668,393483.6666666667,100.81104853589467,236.96,94.23333333333335,0.15333333333333335,100.26204486114166,11951.93846153846,1266.0,13337.966666666667,2.153769230769231,5.433333333333334,6020.7,111.96666666666668,94.1739,114.227,421.40000000000003,0.88,1539.957,1.0,762.151,4.68,1383.793,1.0,5.688347636967075,-4.089195683333831,2.5395111716320344,2.588799499816726,2.4641449698825264,-1.9558905165328628,5.709195892220252,-7.343804143594205
2015-09-30,807.0,72.2011,131.29506666666666,94.79646666666667,93.4248,266.09999999999997,245.76666666666665,1.33,61869.0,248.3323333333333,97.87406666666668,193.5,50.03149444758143,46.50214536671056,146.225,72.5688,51.62103333333334,134.79363333333333,366.8999999999999,131.2,267.3666666666666,332.8,46.48609375000001,2977291.0,461.1333333333334,291.107,111.69999999999999,169.79999999999998,95.66666666666667,275.73333333333335,1.4428906249999998,24.666666666666668,397281.0,100.50151548580466,237.85500000000002,90.73333333333333,0.24,99.83717000804268,12096.807692307691,1148.3333333333333,13436.0,2.216923076923077,5.1000000000000005,6049.066666666667,111.7,93.6771,115.214,429.93333333333334,0.99,1586.494,0.99,779.474,2.0,1331.749,1.0,3.1597910034184156,6.380674575791237,5.039198468947259,3.831882655051924,2.175875897048753,3.39759973045706,3.3591689152512343,0.5175308942219436
2015-12-31,807.1666666666666,72.7509,130.69446666666667,95.08139999999999,92.68293333333334,262.8,230.96666666666667,1.36,60456.0,235.95733333333337,95.911,188.76666666666665,43.4209909655562,42.0300163121902,142.30156666666667,65.3065,47.11043333333333,132.64509999999999,346.23333333333335,112.86666666666667,266.99999999999994,332.8,41.936562500000015,3002950.6666666665,466.40000000000003,292.6383333333334,108.0,147.9,94.93333333333334,266.5333333333333,1.2626969696969697,23.333333333333332,396041.6666666667,100.46449182799167,237.837,91.3,0.36333333333333334,99.41980205934048,12257.815384615385,1209.6666666666667,13478.666666666666,2.1810641025641018,5.033333333333333,6073.766666666667,110.96666666666665,93.66103333333335,115.381,430.3999999999999,1.01,1621.015,0.85,734.572,8.26,1518.172,1.0,6.289270102280247,-21.099122212140063,1.411657192075693,-37.849452375222526,7.862137615155367,6.3167752166016635,-7.4316132223828495,12.570069935473038
2016-03-31,809.6333333333332,73.3606,130.3524,95.62733333333334,92.80903333333333,264.7,225.63333333333335,1.3766666666666667,59762.666666666664,213.4316666666667,95.21336666666667,184.76666666666665,34.357722567287766,33.27574879227053,139.53473333333335,51.24029999999999,44.94513333333333,131.6722,323.1666666666667,90.0,266.76666666666665,332.9,33.351803278688536,2979459.3333333335,470.43333333333334,287.457,110.46666666666665,141.1,93.53333333333335,273.3,0.993741935483871,24.0,396789.6666666667,100.541508633741,237.77700000000002,91.56666666666666,0.5533333333333333,99.16337774019841,12520.046153846155,1160.3333333333333,13568.699999999999,1.9110399999999996,4.933333333333334,6098.466666666667,107.96666666666665,93.69013333333334,116.764,449.4666666666667,0.88,1528.712,0.72,707.733,4.0,1248.204,1.0,1.220462276472819,3.3030504267374785,3.502970320261584,7.030400612295295,2.4851502009209425,0.32217579969522414,1.7448054314886337,1.3396615848704507
2016-06-30,811.0,72.6073,130.2678666666667,94.58399999999999,92.43186666666666,266.8,235.83333333333334,1.3733333333333333,60169.0,223.304,93.55323333333332,174.16666666666666,45.9528427128427,45.51913419913419,135.81539999999998,39.99196666666666,41.07926666666666,129.0368,319.3666666666666,112.83333333333333,266.4,336.93333333333334,45.460624999999986,3019608.6666666665,476.7,285.5883333333333,109.36666666666667,139.70000000000002,91.39999999999999,270.5333333333333,1.276703125,24.333333333333332,401317.6666666667,100.59773844878066,239.47299999999998,92.39999999999999,0.5566666666666668,99.12329320295395,12749.115384615387,1178.6666666666667,13554.366666666669,1.7442207792207787,4.9,6132.266666666666,108.86666666666667,94.06033333333333,118.91,452.76666666666665,0.92,1615.026,0.98,755.435,3.67,1404.881,1.0,1.5772782199377886,0.8285478353921238,2.725439923528557,2.5132967912262685,-0.7462863439057701,1.9694045160611167,2.2683887217728387,-1.162747728785525
