DATE,USALOLITONOSTSAM
1976-03-01,100.876128331064
1976-04-01,100.994302387092
1976-05-01,101.038926934551
1976-06-01,101.035250747101
1976-07-01,101.006546364484
1976-08-01,100.967661060862
1976-09-01,100.944311993733
1976-10-01,100.958080685935
1976-11-01,101.029298418191
1976-12-01,101.154252779032
1977-01-01,101.308018759504
1977-02-01,101.470223314362
1977-03-01,101.616323425847
1977-04-01,101.715597501481
1977-05-01,101.761284770943
1977-06-01,101.752745186264
1977-07-01,101.700281742287
1977-08-01,101.621586998695
1977-09-01,101.542034539827
1977-10-01,101.475432239396
1977-11-01,101.421492223984
1977-12-01,101.386265738082
1978-01-01,101.379590091571
1978-02-01,101.408124105922
1978-03-01,101.506779882707
1978-04-01,101.650333110819
1978-05-01,101.795637759953
1978-06-01,101.905027267901
1978-07-01,101.956530621812
1978-08-01,101.939880550556
1978-09-01,101.85830338032
1978-10-01,101.717645489555
1978-11-01,101.537873007392
1978-12-01,101.353063898673
1979-01-01,101.190221901235
1979-02-01,101.034366701175
1979-03-01,100.858587992255
1979-04-01,100.650488203377
1979-05-01,100.425436964862
1979-06-01,100.192934544974
1979-07-01,99.9631853848255
1979-08-01,99.7462123664374
1979-09-01,99.5330733498786
1979-10-01,99.304863959018
1979-11-01,99.0617602219846
1979-12-01,98.8084500995383
1980-01-01,98.5444998773379
1980-02-01,98.2543988289721
1980-03-01,97.9719410572749
1980-04-01,97.8105376659188
1980-05-01,97.8575299492478
1980-06-01,98.145867916413
1980-07-01,98.6092068072517
1980-08-01,99.1301962725829
1980-09-01,99.5824929189936
1980-10-01,99.8777247580038
1980-11-01,99.9945248527712
1980-12-01,99.9736045664597
1981-01-01,99.8852859436421
1981-02-01,99.7748441595874
1981-03-01,99.6650961017756
1981-04-01,99.5275358959046
1981-05-01,99.3342777490803
1981-06-01,99.0965891864293
1981-07-01,98.845256007196
1981-08-01,98.5834477542688
1981-09-01,98.2901494576021
1981-10-01,97.9793269528186
1981-11-01,97.6729894457873
1981-12-01,97.3964946826132
1982-01-01,97.1405118637355
1982-02-01,96.8880155311069
1982-03-01,96.6662911566799
1982-04-01,96.5172319916132
1982-05-01,96.4533440330253
1982-06-01,96.4789511672886
1982-07-01,96.5859912976464
1982-08-01,96.7620932370724
1982-09-01,97.0094790244266
1982-10-01,97.3173175769036
1982-11-01,97.6916784736962
1982-12-01,98.1416665298849
1983-01-01,98.6563662189891
1983-02-01,99.2120430700386
1983-03-01,99.7844243425887
1983-04-01,100.342890259955
1983-05-01,100.853981773709
1983-06-01,101.288713482294
1983-07-01,101.634086044374
1983-08-01,101.891436437527
1983-09-01,102.08169020034
1983-10-01,102.213265991825
1983-11-01,102.291057090694
1983-12-01,102.317349923724
1984-01-01,102.293360272365
1984-02-01,102.206931086908
1984-03-01,102.048644293396
1984-04-01,101.826630121798
1984-05-01,101.564925999279
1984-06-01,101.280782221798
1984-07-01,101.008105375004
1984-08-01,100.766819073385
1984-09-01,100.572518403219
1984-10-01,100.430781500329
1984-11-01,100.334633458664
1984-12-01,100.270745913083
1985-01-01,100.225621488008
1985-02-01,100.185399995651
1985-03-01,100.153602587071
1985-04-01,100.126743092228
1985-05-01,100.101575695354
1985-06-01,100.078588356523
1985-07-01,100.047148960727
1985-08-01,100.017325949826
1985-09-01,99.994746748119
1985-10-01,99.9862497709096
1985-11-01,99.9988742476914
1985-12-01,100.027147770493
1986-01-01,100.050419071382
1986-02-01,100.058279509865
1986-03-01,100.051290779527
1986-04-01,100.036620965733
1986-05-01,100.020544311807
1986-06-01,99.9927406531302
1986-07-01,99.9488491467459
1986-08-01,99.9020891675608
1986-09-01,99.859790347719
1986-10-01,99.8323665643422
1986-11-01,99.8396283325578
1986-12-01,99.9042485126929
1987-01-01,100.036861317052
1987-02-01,100.2175588119
1987-03-01,100.408273391954
1987-04-01,100.58444571755
1987-05-01,100.731923736778
1987-06-01,100.836816673073
1987-07-01,100.885406654285
1987-08-01,100.859918844133
1987-09-01,100.761532680541
1987-10-01,100.612111003945
1987-11-01,100.454722893609
1987-12-01,100.343752737149
1988-01-01,100.289427428938
1988-02-01,100.28272816727
1988-03-01,100.311178973287
1988-04-01,100.363776754885
1988-05-01,100.42938051497
1988-06-01,100.48918634874
1988-07-01,100.524106319415
1988-08-01,100.537106401837
1988-09-01,100.53734252592
1988-10-01,100.532146090952
1988-11-01,100.521547828648
1988-12-01,100.500823519766
1989-01-01,100.451464918485
1989-02-01,100.356283498472
1989-03-01,100.221573292039
1989-04-01,100.069906015347
1989-05-01,99.9230913900421
1989-06-01,99.8093885403117
1989-07-01,99.7400675586349
1989-08-01,99.7129586943884
1989-09-01,99.7165177300265
1989-10-01,99.7304078490028
1989-11-01,99.752220256857
1989-12-01,99.7801144603588
1990-01-01,99.8111203300765
1990-02-01,99.8386861440355
1990-03-01,99.8384904998889
1990-04-01,99.769851415188
1990-05-01,99.6113739926296
1990-06-01,99.3457394301244
1990-07-01,98.976859049179
1990-08-01,98.5330682886998
1990-09-01,98.0830073254332
1990-10-01,97.6916263467766
1990-11-01,97.4231753238885
1990-12-01,97.3190359524251
1991-01-01,97.377211064483
1991-02-01,97.5818634413548
1991-03-01,97.8833219428721
1991-04-01,98.2227580320416
1991-05-01,98.5625187580236
1991-06-01,98.8727158826048
1991-07-01,99.1087199085754
1991-08-01,99.2364061156638
1991-09-01,99.2618433244271
1991-10-01,99.2149371220451
1991-11-01,99.1468333194625
1991-12-01,99.1159237319031
1992-01-01,99.1631964800888
1992-02-01,99.2807811597889
1992-03-01,99.4359144073845
1992-04-01,99.5756814181337
1992-05-01,99.6635547611273
1992-06-01,99.6882536976793
1992-07-01,99.6769952014253
1992-08-01,99.6681330665535
1992-09-01,99.6999315074827
1992-10-01,99.7948405958584
1992-11-01,99.9315015669446
1992-12-01,100.053205145496
1993-01-01,100.11199163321
1993-02-01,100.095016664336
1993-03-01,100.010344251039
1993-04-01,99.8870400942949
1993-05-01,99.7431426027881
1993-06-01,99.6201878138079
1993-07-01,99.5505052761581
1993-08-01,99.5574509455259
1993-09-01,99.6460778805217
1993-10-01,99.8068412408935
1993-11-01,100.00984082772
1993-12-01,100.234069166345
1994-01-01,100.443463239516
1994-02-01,100.616047602547
1994-03-01,100.759074377773
1994-04-01,100.858608315984
1994-05-01,100.909983449661
1994-06-01,100.91625030898
1994-07-01,100.890679897066
1994-08-01,100.846836795251
1994-09-01,100.787428103429
1994-10-01,100.706089755575
1994-11-01,100.581903627832
1994-12-01,100.406954063382
1995-01-01,100.176888031138
1995-02-01,99.8938613245994
1995-03-01,99.5870754395268
1995-04-01,99.3036822676229
1995-05-01,99.080279259284
1995-06-01,98.9330512686381
1995-07-01,98.8490676350478
1995-08-01,98.7958779712686
1995-09-01,98.7492955453531
1995-10-01,98.7103365502702
1995-11-01,98.6929262820584
1995-12-01,98.7108242133581
1996-01-01,98.7729489428334
1996-02-01,98.8859050463952
1996-03-01,99.0348729041976
1996-04-01,99.1894380797762
1996-05-01,99.3336511316421
1996-06-01,99.451370632812
1996-07-01,99.5330695279324
1996-08-01,99.5986108162059
1996-09-01,99.6616167155663
1996-10-01,99.7262981161686
1996-11-01,99.8003983176167
1996-12-01,99.8796199733826
1997-01-01,99.9729095118277
1997-02-01,100.088979904924
1997-03-01,100.215432821356
1997-04-01,100.345684720878
1997-05-01,100.475172395647
1997-06-01,100.597396654773
1997-07-01,100.702451090681
1997-08-01,100.777029521592
1997-09-01,100.825574695891
1997-10-01,100.850761160688
1997-11-01,100.848033268346
1997-12-01,100.814899188944
1998-01-01,100.768077062509
1998-02-01,100.706744484456
1998-03-01,100.615489714491
1998-04-01,100.491461210846
1998-05-01,100.33428740383
1998-06-01,100.15525179408
1998-07-01,99.9832734829798
1998-08-01,99.8394881899131
1998-09-01,99.7504559108571
1998-10-01,99.7484866205608
1998-11-01,99.8370298146112
1998-12-01,99.9831329033719
1999-01-01,100.164835212571
1999-02-01,100.349594151258
1999-03-01,100.516595597388
1999-04-01,100.664469376179
1999-05-01,100.793094631199
1999-06-01,100.891900471294
1999-07-01,100.964506430335
1999-08-01,101.019507025153
1999-09-01,101.069327820179
1999-10-01,101.121772958519
1999-11-01,101.178096336338
1999-12-01,101.224528764305
2000-01-01,101.238626819865
2000-02-01,101.202453814746
2000-03-01,101.137186323474
2000-04-01,101.052654744772
2000-05-01,100.939275696939
2000-06-01,100.796654801551
2000-07-01,100.608696932296
2000-08-01,100.377897236502
2000-09-01,100.112722536663
2000-10-01,99.8032811655486
2000-11-01,99.4614906614297
2000-12-01,99.1063654136782
2001-01-01,98.7998415960779
2001-02-01,98.5752931307899
2001-03-01,98.4386205667115
2001-04-01,98.3770100334248
2001-05-01,98.365197546025
2001-06-01,98.3530614103437
2001-07-01,98.3156962165131
2001-08-01,98.2538833318241
2001-09-01,98.2085406948545
2001-10-01,98.245879113437
2001-11-01,98.3928882107974
2001-12-01,98.631685726564
2002-01-01,98.91197423252
2002-02-01,99.182842575796
2002-03-01,99.3870504774009
2002-04-01,99.4715570369854
2002-05-01,99.4183502833852
2002-06-01,99.2334215211283
2002-07-01,98.9633316043757
2002-08-01,98.6726190426512
2002-09-01,98.4005286581572
2002-10-01,98.1843710978664
2002-11-01,98.0406023521086
2002-12-01,97.9435518449929
2003-01-01,97.8746589824902
2003-02-01,97.846193083673
2003-03-01,97.8895202735199
2003-04-01,98.0270593052812
2003-05-01,98.2496262404275
2003-06-01,98.5282312058683
2003-07-01,98.8479776144291
2003-08-01,99.200363512219
2003-09-01,99.5751611948608
2003-10-01,99.9547055228915
2003-11-01,100.308986305546
2003-12-01,100.605685132959
2004-01-01,100.829480640268
2004-02-01,100.962102711291
2004-03-01,101.019314453071
2004-04-01,101.017063866628
2004-05-01,100.975439499362
2004-06-01,100.903212705221
2004-07-01,100.806330580336
2004-08-01,100.69834842342
2004-09-01,100.60192122394
2004-10-01,100.531175254147
2004-11-01,100.494960331565
2004-12-01,100.471398567225
2005-01-01,100.429463011625
2005-02-01,100.364106331775
2005-03-01,100.289849245237
2005-04-01,100.236700494291
2005-05-01,100.225099247405
2005-06-01,100.250919987576
2005-07-01,100.289086063038
2005-08-01,100.339578078895
2005-09-01,100.420898507567
2005-10-01,100.547691043286
2005-11-01,100.707705204155
2005-12-01,100.866033953387
2006-01-01,100.992563924255
2006-02-01,101.076662762539
2006-03-01,101.112078947436
2006-04-01,101.095883600518
2006-05-01,101.045254695799
2006-06-01,100.996823015058
2006-07-01,100.968780822324
2006-08-01,100.977294367532
2006-09-01,101.031711953934
2006-10-01,101.114358430838
2006-11-01,101.211657051392
2006-12-01,101.315518666615
2007-01-01,101.415199996088
2007-02-01,101.512565769312
2007-03-01,101.612516872892
2007-04-01,101.706436871537
2007-05-01,101.776922668054
2007-06-01,101.809741517032
2007-07-01,101.790958127887
2007-08-01,101.717482008116
2007-09-01,101.614785830778
2007-10-01,101.500029088922
2007-11-01,101.380356065316
2007-12-01,101.263710908402
2008-01-01,101.145428729873
2008-02-01,101.016259189168
2008-03-01,100.870003855259
2008-04-01,100.690760930495
2008-05-01,100.456419248337
2008-06-01,100.130892061462
2008-07-01,99.6815726568468
2008-08-01,99.0813103613041
2008-09-01,98.3259989559244
2008-10-01,97.4632480677472
2008-11-01,96.6041924440021
2008-12-01,95.8519041927486
2009-01-01,95.2830324014352
2009-02-01,94.9486373325274
2009-03-01,94.8862406608862
2009-04-01,95.0894909323671
2009-05-01,95.4810329738895
2009-06-01,95.9805531586836
2009-07-01,96.5238633773122
2009-08-01,97.0668593003088
2009-09-01,97.5781482786275
2009-10-01,98.0449780298144
2009-11-01,98.4669314625079
2009-12-01,98.851946731884
2010-01-01,99.1848271864684
2010-02-01,99.4341566497256
2010-03-01,99.606766204431
2010-04-01,99.6864829193112
2010-05-01,99.6779960455791
2010-06-01,99.6183536314926
2010-07-01,99.5643757862372
2010-08-01,99.5622452301166
2010-09-01,99.6258989765571
2010-10-01,99.7456491462201
2010-11-01,99.909714311342
2010-12-01,100.082485853645
2011-01-01,100.224422277115
2011-02-01,100.301644427428
2011-03-01,100.288124527013
2011-04-01,100.184900349162
2011-05-01,100.000042538392
2011-06-01,99.7540503728207
2011-07-01,99.4938462300418
2011-08-01,99.277733269452
2011-09-01,99.1726905652644
2011-10-01,99.2039918823081
2011-11-01,99.3502380895249
2011-12-01,99.5603672594085
2012-01-01,99.7665348873409
2012-02-01,99.9125108956136
2012-03-01,99.9741586685615
2012-04-01,99.9555184432168
2012-05-01,99.8774435521071
2012-06-01,99.7770531167317
2012-07-01,99.6979905117283
2012-08-01,99.6628632877047
2012-09-01,99.6823867195609
2012-10-01,99.733065445564
2012-11-01,99.7998314985748
2012-12-01,99.8840682837168
2013-01-01,99.9849117540364
2013-02-01,100.093678733337
2013-03-01,100.193566823104
2013-04-01,100.294108050936
2013-05-01,100.397803543795
2013-06-01,100.47846837592
2013-07-01,100.523466076053
2013-08-01,100.543202961079
2013-09-01,100.541615274337
2013-10-01,100.531858114164
2013-11-01,100.529510512401
2013-12-01,100.527753592736
2014-01-01,100.529184810749
2014-02-01,100.560877140266
2014-03-01,100.618766122801
2014-04-01,100.684301213018
2014-05-01,100.741945657463
2014-06-01,100.787437103514
2014-07-01,100.818424611056
2014-08-01,100.838331903278
2014-09-01,100.845367337454
2014-10-01,100.833572242173
2014-11-01,100.802088681588
2014-12-01,100.746413711962
2015-01-01,100.668915330137
2015-02-01,100.574184101676
2015-03-01,100.473972057501
2015-04-01,100.372260835602
2015-05-01,100.265174796926
2015-06-01,100.148698950897
2015-07-01,100.003213786776
2015-08-01,99.8365790922155
2015-09-01,99.6717171451365
2015-10-01,99.5342995269515
2015-11-01,99.4159889343844
2015-12-01,99.3091177166855
2016-01-01,99.2173655700938
2016-02-01,99.1518230685703
2016-03-01,99.1209445819311
2016-04-01,99.1153893908904
2016-05-01,99.1217574090207
2016-06-01,99.1327328089507
2016-07-01,99.1587286572543
2016-08-01,99.2079642330962
2016-09-01,99.2933803866854
2016-10-01,99.4117128665634
2016-11-01,99.5502774606084
2016-12-01,99.6871931354937
2017-01-01,99.7922922819753
2017-02-01,99.8560408152331
2017-03-01,99.8883796365178
2017-04-01,99.906470130191
2017-05-01,99.9271684206738
2017-06-01,99.9599609750575
2017-07-01,100.004418660228
2017-08-01,100.076221527556
2017-09-01,100.167832040381
2017-10-01,100.266545006052
2017-11-01,100.362389747092
2017-12-01,100.458222071683
2018-01-01,100.556516822152
2018-02-01,100.647600683764
2018-03-01,100.703331181506
2018-04-01,100.718397021792
2018-05-01,100.705315708298
2018-06-01,100.67802527012
2018-07-01,100.63609517896
2018-08-01,100.571548515544
2018-09-01,100.464061051528
2018-10-01,100.305546159541
2018-11-01,100.116385832927
2018-12-01,99.917168540535
2019-01-01,99.7338118801056
2019-02-01,99.5791358690918
2019-03-01,99.4502414057094
2019-04-01,99.3295383766866
2019-05-01,99.2137664886506
2019-06-01,99.1047956664028
2019-07-01,99.005904422286
2019-08-01,98.9296225445635
2019-09-01,98.9039946470812
2019-10-01,98.9296301855136
2019-11-01,98.9934377633428
