DATE,CSCICP03USM665S
1976-03-01,99.6734641995195
1976-04-01,99.7196005185375
1976-05-01,99.8695213699163
1976-06-01,100.061515812061
1976-07-01,100.199747888009
1976-08-01,100.208422439941
1976-09-01,100.139713288741
1976-10-01,100.061239824111
1976-11-01,100.020927297815
1976-12-01,100.021631430357
1977-01-01,100.065297190891
1977-02-01,100.156100919444
1977-03-01,100.260630820002
1977-04-01,100.336317105509
1977-05-01,100.346135972037
1977-06-01,100.302157186829
1977-07-01,100.209570173799
1977-08-01,100.064507750759
1977-09-01,99.9004780944716
1977-10-01,99.7564994801489
1977-11-01,99.6642022530548
1977-12-01,99.6148797592896
1978-01-01,99.5825530009155
1978-02-01,99.5040605577531
1978-03-01,99.3690791557294
1978-04-01,99.3678486820094
1978-05-01,99.3915216773041
1978-06-01,99.3564791454461
1978-07-01,99.3306614640272
1978-08-01,99.2339868184069
1978-09-01,99.1410991710065
1978-10-01,98.916492427137
1978-11-01,98.5381733222955
1978-12-01,98.1953417840921
1979-01-01,98.1705432713137
1979-02-01,98.1555504945887
1979-03-01,97.9684876488544
1979-04-01,97.7765209059887
1979-05-01,97.6482893508294
1979-06-01,97.4689414361641
1979-07-01,97.3106805397809
1979-08-01,97.3467213532524
1979-09-01,97.3864576305992
1979-10-01,97.3125106166055
1979-11-01,97.2948455333587
1979-12-01,97.3339355424809
1980-01-01,97.4168919723143
1980-02-01,97.2129827829173
1980-03-01,96.6830018559209
1980-04-01,96.2716394219309
1980-05-01,96.2374317400623
1980-06-01,96.6256505761267
1980-07-01,97.1871232645526
1980-08-01,97.797727211958
1980-09-01,98.3123126405387
1980-10-01,98.5310367404035
1980-11-01,98.4232590086625
1980-12-01,98.0588210554946
1981-01-01,97.9119832898008
1981-02-01,97.8181339090037
1981-03-01,97.9168012423841
1981-04-01,98.226258842111
1981-05-01,98.4987031018818
1981-06-01,98.5915826148902
1981-07-01,98.6451656318535
1981-08-01,98.6204201641692
1981-09-01,98.3608185869008
1981-10-01,97.9747847283007
1981-11-01,97.622206205292
1981-12-01,97.5773829462123
1982-01-01,97.6815822782274
1982-02-01,97.5955599023174
1982-03-01,97.4684576149143
1982-04-01,97.5045813940455
1982-05-01,97.57125939697
1982-06-01,97.5665748508653
1982-07-01,97.5834632898001
1982-08-01,97.706699384932
1982-09-01,97.9613922195877
1982-10-01,98.1897491941318
1982-11-01,98.2463949091087
1982-12-01,98.2431034324864
1983-01-01,98.3421486787469
1983-02-01,98.7365183615188
1983-03-01,99.3777873173945
1983-04-01,100.066375826941
1983-05-01,100.525683902501
1983-06-01,100.671220024223
1983-07-01,100.635921068275
1983-08-01,100.497689803186
1983-09-01,100.383926417759
1983-10-01,100.390523308263
1983-11-01,100.580240843904
1983-12-01,100.906877904362
1984-01-01,101.233252060049
1984-02-01,101.362264133492
1984-03-01,101.391311001344
1984-04-01,101.271726947076
1984-05-01,101.195132224943
1984-06-01,101.1476177765
1984-07-01,101.21711519264
1984-08-01,101.340903350162
1984-09-01,101.363037377583
1984-10-01,101.19902954748
1984-11-01,101.021412964981
1984-12-01,100.892966346101
1985-01-01,100.875098028275
1985-02-01,100.833207253385
1985-03-01,100.812254107421
1985-04-01,100.813258769493
1985-05-01,100.814254657796
1985-06-01,100.873132625488
1985-07-01,100.803559736534
1985-08-01,100.658423111768
1985-09-01,100.510933767981
1985-10-01,100.415143050767
1985-11-01,100.518815692326
1985-12-01,100.732286334869
1986-01-01,100.91325593893
1986-02-01,100.999484000669
1986-03-01,101.023977901718
1986-04-01,101.063381133434
1986-05-01,101.121169299886
1986-06-01,101.215173268085
1986-07-01,101.158248333603
1986-08-01,100.983514542138
1986-09-01,100.816661432088
1986-10-01,100.727596490149
1986-11-01,100.55113540153
1986-12-01,100.403001185696
1987-01-01,100.371657281202
1987-02-01,100.401050235654
1987-03-01,100.471957516126
1987-04-01,100.549517030727
1987-05-01,100.581552420094
1987-06-01,100.651788782684
1987-07-01,100.751658331503
1987-08-01,100.75621907949
1987-09-01,100.578138054583
1987-10-01,100.243901885699
1987-11-01,99.9795877316813
1987-12-01,100.048932684408
1988-01-01,100.302244679127
1988-02-01,100.533991735541
1988-03-01,100.69104044288
1988-04-01,100.733218999443
1988-05-01,100.822431365111
1988-06-01,100.88816079695
1988-07-01,100.953652915368
1988-08-01,101.058647510271
1988-09-01,101.043882516718
1988-10-01,100.907649899812
1988-11-01,100.809021886253
1988-12-01,100.834843197412
1989-01-01,100.97143268095
1989-02-01,100.951835617709
1989-03-01,100.811559957872
1989-04-01,100.619704334326
1989-05-01,100.492307340564
1989-06-01,100.461117818365
1989-07-01,100.508681755608
1989-08-01,100.587993046471
1989-09-01,100.736472222114
1989-10-01,100.719724871945
1989-11-01,100.598465711652
1989-12-01,100.526029455472
1990-01-01,100.523467116638
1990-02-01,100.505827215581
1990-03-01,100.573187168635
1990-04-01,100.624436519273
1990-05-01,100.497614700963
1990-06-01,100.218669498392
1990-07-01,99.7474997199509
1990-08-01,98.9915088744213
1990-09-01,98.265236187423
1990-10-01,97.6847735315543
1990-11-01,97.4786426815772
1990-12-01,97.5413081527465
1991-01-01,97.8816220526783
1991-02-01,98.5024648002067
1991-03-01,99.2104351313848
1991-04-01,99.4104027837694
1991-05-01,99.3937439903476
1991-06-01,99.4575868694574
1991-07-01,99.5176135483907
1991-08-01,99.4826902400871
1991-09-01,99.2871506601587
1991-10-01,98.8218704772403
1991-11-01,98.2451945128665
1991-12-01,97.9058951106331
1992-01-01,97.8582819970476
1992-02-01,98.0976528258088
1992-03-01,98.5271349574287
1992-04-01,98.8683185364042
1992-05-01,99.0625652232241
1992-06-01,99.0682897593315
1992-07-01,98.8974885202007
1992-08-01,98.7484801231671
1992-09-01,98.7382337107552
1992-10-01,98.9936835377379
1992-11-01,99.6042815735743
1992-12-01,100.101156149546
1993-01-01,100.2311653623
1993-02-01,100.117731931581
1993-03-01,99.9346750335642
1993-04-01,99.7080971577179
1993-05-01,99.418669670853
1993-06-01,99.1935944069864
1993-07-01,98.9844767684802
1993-08-01,98.9308661338455
1993-09-01,99.0501292064826
1993-10-01,99.3256769352996
1993-11-01,99.6569340140442
1993-12-01,100.137651728238
1994-01-01,100.551569446511
1994-02-01,100.699410246041
1994-03-01,100.688827675973
1994-04-01,100.659638575935
1994-05-01,100.598246692206
1994-06-01,100.493758159686
1994-07-01,100.422450909623
1994-08-01,100.467643010211
1994-09-01,100.53714715277
1994-10-01,100.629625125016
1994-11-01,100.742006144514
1994-12-01,100.915474030369
1995-01-01,100.996159801784
1995-02-01,100.865530462024
1995-03-01,100.648172276872
1995-04-01,100.553951064521
1995-05-01,100.54150980497
1995-06-01,100.666342616262
1995-07-01,100.781689440179
1995-08-01,100.748327328792
1995-09-01,100.515382574466
1995-10-01,100.361390537145
1995-11-01,100.284910773063
1995-12-01,100.30852297799
1996-01-01,100.324531511426
1996-02-01,100.394438527523
1996-03-01,100.536776487738
1996-04-01,100.564891048779
1996-05-01,100.544618726123
1996-06-01,100.650784713018
1996-07-01,100.806696057323
1996-08-01,100.924138534445
1996-09-01,101.012856828921
1996-10-01,101.132344629268
1996-11-01,101.23389376153
1996-12-01,101.248804104845
1997-01-01,101.29838103304
1997-02-01,101.413633545434
1997-03-01,101.543391148618
1997-04-01,101.704442869945
1997-05-01,101.886395940327
1997-06-01,102.052166740834
1997-07-01,102.163725448224
1997-08-01,102.166329140365
1997-09-01,102.176970900711
1997-10-01,102.1702295523
1997-11-01,102.152248089327
1997-12-01,102.121319977574
1998-01-01,102.270490809303
1998-02-01,102.43000955327
1998-03-01,102.437402012764
1998-04-01,102.416425037443
1998-05-01,102.319662346041
1998-06-01,102.203354265581
1998-07-01,102.070307658881
1998-08-01,101.88235514707
1998-09-01,101.647246668301
1998-10-01,101.51429189361
1998-11-01,101.605612035863
1998-12-01,101.745237954628
1999-01-01,101.979344399648
1999-02-01,102.182771328188
1999-03-01,102.217235367843
1999-04-01,102.212530891778
1999-05-01,102.255135691198
1999-06-01,102.26598906947
1999-07-01,102.211739806586
1999-08-01,102.151586590871
1999-09-01,102.141523375929
1999-10-01,102.121411166439
1999-11-01,102.236587806954
1999-12-01,102.396429711602
2000-01-01,102.620725703361
2000-02-01,102.672137393505
2000-03-01,102.593461481504
2000-04-01,102.575446730917
2000-05-01,102.550841877607
2000-06-01,102.454724382223
2000-07-01,102.422186713429
2000-08-01,102.388287077516
2000-09-01,102.339823565091
2000-10-01,102.233846167045
2000-11-01,101.988426477006
2000-12-01,101.473247469434
2001-01-01,100.962720905565
2001-02-01,100.589600237466
2001-03-01,100.428572978087
2001-04-01,100.396292127581
2001-05-01,100.51625229063
2001-06-01,100.593368905114
2001-07-01,100.509413510872
2001-08-01,100.215129707196
2001-09-01,99.7911110230718
2001-10-01,99.6382358629109
2001-11-01,99.7824262771721
2001-12-01,100.131371980477
2002-01-01,100.468805081287
2002-02-01,100.670953716344
2002-03-01,100.853736953644
2002-04-01,100.905224631497
2002-05-01,100.879792220969
2002-06-01,100.63508657417
2002-07-01,100.307470052581
2002-08-01,100.037481884084
2002-09-01,99.801287918772
2002-10-01,99.6229749874758
2002-11-01,99.6376634371515
2002-12-01,99.6351881524618
2003-01-01,99.460805537914
2003-02-01,99.3061378524205
2003-03-01,99.3873890580688
2003-04-01,99.8115434557444
2003-05-01,100.229722953602
2003-06-01,100.382288676955
2003-07-01,100.384525952102
2003-08-01,100.297148295096
2003-09-01,100.262525280539
2003-10-01,100.407440006668
2003-11-01,100.693091917997
2003-12-01,100.989418557087
2004-01-01,101.262532895006
2004-02-01,101.151470310299
2004-03-01,100.987415594482
2004-04-01,100.820121909244
2004-05-01,100.743508170183
2004-06-01,100.878332540137
2004-07-01,100.98725568844
2004-08-01,100.9631095687
2004-09-01,100.846900652431
2004-10-01,100.759645952836
2004-11-01,100.822422987168
2004-12-01,100.955155426451
2005-01-01,100.94076244309
2005-02-01,100.788593037368
2005-03-01,100.56419882889
2005-04-01,100.379960794375
2005-05-01,100.446402046212
2005-06-01,100.691026529232
2005-07-01,100.599567672907
2005-08-01,100.021391249866
2005-09-01,99.318648042187
2005-10-01,99.0905818768255
2005-11-01,99.4685438699242
2005-12-01,100.032512018314
2006-01-01,100.286997594032
2006-02-01,100.23941443342
2006-03-01,100.110977075422
2006-04-01,99.8650396324273
2006-05-01,99.5893859121571
2006-06-01,99.5690854307353
2006-07-01,99.6044298873888
2006-08-01,99.7004818415693
2006-09-01,100.00865273231
2006-10-01,100.419104350184
2006-11-01,100.644895854389
2006-12-01,100.757710638449
2007-01-01,100.788983396086
2007-02-01,100.570930289179
2007-03-01,100.305291813862
2007-04-01,100.135215235717
2007-05-01,100.076268967241
2007-06-01,100.036515240061
2007-07-01,100.013921517349
2007-08-01,99.789951361153
2007-09-01,99.5406350168473
2007-10-01,99.2528262296908
2007-11-01,98.9735185891329
2007-12-01,98.8091852660987
2008-01-01,98.6512260777962
2008-02-01,98.2710682387811
2008-03-01,97.8127496471095
2008-04-01,97.2961308117463
2008-05-01,96.9252095383043
2008-06-01,96.8085651867645
2008-07-01,97.0071946090635
2008-08-01,97.2588385928086
2008-09-01,97.3332130147311
2008-10-01,96.9880625728472
2008-11-01,96.7371159901582
2008-12-01,96.7298136831915
2009-01-01,96.7368628188089
2009-02-01,96.7114001969246
2009-03-01,96.9088694968313
2009-04-01,97.3470845613378
2009-05-01,97.7241477168104
2009-06-01,97.8802581442631
2009-07-01,97.8360441556981
2009-08-01,97.8787667685443
2009-09-01,98.0526731184712
2009-10-01,98.0816575605581
2009-11-01,98.0953787549632
2009-12-01,98.2656511269868
2010-01-01,98.4234832888321
2010-02-01,98.4772825293174
2010-03-01,98.4742591299323
2010-04-01,98.4543170283942
2010-05-01,98.453077218033
2010-06-01,98.3602771814022
2010-07-01,98.0825533685669
2010-08-01,97.9131715216111
2010-09-01,97.8635720038968
2010-10-01,97.9596780289635
2010-11-01,98.2107238442784
2010-12-01,98.4554548961959
2011-01-01,98.5610937324401
2011-02-01,98.513233048038
2011-03-01,98.2755805630902
2011-04-01,98.2185988530024
2011-05-01,98.2032816339506
2011-06-01,97.9035269988508
2011-07-01,97.3406989261764
2011-08-01,96.8602965792044
2011-09-01,96.7947589430925
2011-10-01,97.0207662122662
2011-11-01,97.4517116203388
2011-12-01,97.9847756008598
2012-01-01,98.4392207630771
2012-02-01,98.6925761071153
2012-03-01,98.8146687234944
2012-04-01,98.8488847350761
2012-05-01,98.793925538638
2012-06-01,98.5926693172815
2012-07-01,98.5217543347199
2012-08-01,98.6889706749507
2012-09-01,99.0003263668637
2012-10-01,99.2236062839069
2012-11-01,99.138566931966
2012-12-01,98.8098232980989
2013-01-01,98.6834269644711
2013-02-01,98.7848110667308
2013-03-01,98.9490354855893
2013-04-01,99.1578757003652
2013-05-01,99.490985990074
2013-06-01,99.6632064547656
2013-07-01,99.626092447397
2013-08-01,99.3495390611603
2013-09-01,98.9742827568005
2013-10-01,98.7422918890069
2013-11-01,98.8412399590113
2013-12-01,99.1403297166044
2014-01-01,99.3105815680326
2014-02-01,99.3796122060222
2014-03-01,99.4113788524185
2014-04-01,99.4833036681751
2014-05-01,99.4698869150407
2014-06-01,99.44387138159
2014-07-01,99.4358063724724
2014-08-01,99.5292958138313
2014-09-01,99.7305981184838
2014-10-01,100.0136018885
2014-11-01,100.360837612442
2014-12-01,100.745865421227
2015-01-01,101.005275842089
2015-02-01,101.007522565544
2015-03-01,100.912756314294
2015-04-01,100.859031545916
2015-05-01,100.780142416231
2015-06-01,100.793971645537
2015-07-01,100.681364024558
2015-08-01,100.495390332862
2015-09-01,100.327792099994
2015-10-01,100.356490153237
2015-11-01,100.470861036717
2015-12-01,100.566124294021
2016-01-01,100.578975490645
2016-02-01,100.542326862627
2016-03-01,100.503223547951
2016-04-01,100.524875928585
2016-05-01,100.644991611185
2016-06-01,100.623347806572
2016-07-01,100.479385080836
2016-08-01,100.375386016008
2016-09-01,100.356581265978
2016-10-01,100.432071097335
2016-11-01,100.755172807324
2016-12-01,101.086380412693
2017-01-01,101.231821231369
2017-02-01,101.219753804853
2017-03-01,101.189743365536
2017-04-01,101.150876499325
2017-05-01,101.081004156927
2017-06-01,100.977147282061
2017-07-01,100.936907915845
2017-08-01,101.031550831767
2017-09-01,101.150083947993
2017-10-01,101.296933319262
2017-11-01,101.277251066753
2017-12-01,101.196236678524
2018-01-01,101.224966498137
2018-02-01,101.381400301019
2018-03-01,101.478573950861
2018-04-01,101.429716076529
2018-05-01,101.347233376135
2018-06-01,101.291560679499
2018-07-01,101.261333552589
2018-08-01,101.272138518147
2018-09-01,101.35212389661
2018-10-01,101.335035886646
2018-11-01,101.230244904483
2018-12-01,101.066752163956
2019-01-01,100.871054276721
2019-02-01,100.922946088749
2019-03-01,101.131966465918
2019-04-01,101.28551429386
2019-05-01,101.370611152548
2019-06-01,101.28188834442
2019-07-01,101.059575371543
2019-08-01,100.770525027833
2019-09-01,100.753603895926
2019-10-01,100.916409159329
2019-11-01,101.144507642155
2019-12-01,101.404022071597
